id,Index,Field,SampleDate,SOM,geometry,x,y,total_clay,BSI,CEC,EVI,mrvbf,NDVI,SAVI,slope,SBI,tpi,tri,twi
232,378,068,9/12/2022,3.8,POINT (500269.816236249 4481714.09356116),500269.8162,4481714.094,4.17557621,0.195738792,0.916684926,3.04554081,0.000799503,0.56375134,0.845552742,0.007774126,1882.666626,0.030932676,0.009616544,9.480649948
233,379,069,9/14/2021,4.6,POINT (499957.183942378 4481808.60632241),499957.1839,4481808.606,3.22261095,0.207688123,0.951514482,2.48225379,-0.000492827,0.442467391,0.663635492,0.004957067,1751,-0.009876861,0.009071732,9.458213806
234,380,069,9/14/2021,4.7,POINT (500020.775396128 4481808.54623426),500020.7754,4481808.546,4.16438818,0.207976654,0.958804131,3.029258013,-0.000993923,0.48971352,0.734499693,0.004650358,1718.666626,-0.052119739,0.009483307,9.829687119
235,381,069,9/14/2021,4.2,POINT (500084.366774687 4481808.48618769),500084.3668,4481808.486,4.155694962,0.214885369,0.950735569,1.560190797,-0.003719123,0.278569907,0.41781041,0.004949338,1772,-0.123766199,0.008149552,10.45751762
236,382,069,9/14/2021,4.5,POINT (500147.958230507 4481808.42608288),500147.9582,4481808.426,3.991704941,0.21332024,0.957487583,3.021505356,-0.002981258,0.51902473,0.778465211,0.006859906,1764,-0.153497279,0.00796984,10.56030941
237,383,069,9/14/2021,3.9,POINT (500211.549611164 4481808.36611948),500211.5496,4481808.366,4.864235878,0.213785857,0.954268396,2.706122398,0.003326603,0.492570579,0.738787234,0.008354573,1849.333374,0.075582437,0.009820367,10.24865055
238,384,069,9/14/2021,3.1,POINT (500275.141069114 4481808.30599802),500275.1411,4481808.306,4.394823551,0.193392038,0.944128811,2.619047642,0.002303158,0.48488161,0.727256179,0.004386412,2094,0.12391907,0.006106824,10.58321762
239,385,069,9/14/2021,4.2,POINT (500275.20107523 4481871.89742526),500275.2011,4481871.897,4.545147419,0.216447353,0.942526281,2.998726845,-0.000792894,0.571973622,0.857886076,0.005526525,1799,-0.035597697,0.007278312,10.30272388
240,386,069,9/14/2021,3.8,POINT (500211.609700684 4481871.95744635),500211.6097,4481871.957,4.182202339,0.210589424,0.947133362,2.915360689,0.001170701,0.533715904,0.800502121,0.003602935,1795,-0.023159746,0.005384126,11.04195023
241,387,069,9/14/2021,4,POINT (500148.018251 4481872.01750904),500148.0183,4481872.018,4.511831284,0.210264042,0.95242238,2.512836456,0.00121565,0.465120703,0.697614729,0.004981133,1802.666626,0.054028429,0.007240464,10.84625244
242,388,069,9/14/2021,4.6,POINT (500084.426878589 4481872.07761332),500084.4269,4481872.078,4.481024265,0.216023639,0.945937037,2.551886797,0.002810557,0.434189409,0.651218772,0.006155163,1762,-0.050522421,0.008393982,10.64273357
243,389,069,9/14/2021,4.5,POINT (500020.835431004 4481872.13765938),500020.8354,4481872.138,4.368971348,0.217188403,0.958073795,3.084840298,0.000628407,0.565309346,0.847889304,0.006731302,1712.333374,-0.029898858,0.009150193,10.14635849
244,390,069,9/14/2021,4.9,POINT (499957.244060657 4481872.19774703),499957.2441,4481872.198,3.690101147,0.208991155,0.955176353,2.716466427,0.000432871,0.445150703,0.667657614,0.00544259,1668,-0.031805646,0.009008678,9.996577263
245,391,069,9/14/2021,3.5,POINT (499957.304101708 4481935.78907815),499957.3041,4481935.789,3.100220203,0.185115218,0.958849669,2.898621082,-0.002432661,0.533893764,0.800769031,0.006769028,2120,-0.034306869,0.009015317,9.527636528
246,392,069,9/14/2021,3,POINT (500020.895464849 4481935.72909082),500020.8955,4481935.729,3.22879076,0.182477757,0.961384833,2.711267471,-0.00130551,0.531222343,0.796763062,0.00735128,2248.666748,-0.0373099,0.009830589,10.11583233
247,393,069,9/14/2021,3.5,POINT (500084.486905226 4481935.66904528),500084.4869,4481935.669,2.867818832,0.193477154,0.949177325,2.849230289,0.00017828,0.538406968,0.807538807,0.008000506,2067.333252,-0.016257569,0.009562235,10.71494675
248,394,069,9/14/2021,4.2,POINT (500148.078346652 4481935.60894152),500148.0783,4481935.609,3.753565311,0.219673172,0.94889307,2.624508381,-0.002274835,0.464527339,0.6967237,0.006916588,1778,-0.158829316,0.00887701,10.97553825
249,395,069,9/14/2021,3.4,POINT (500211.669712914 4481935.54887937),500211.6697,4481935.549,3.568233967,0.199321523,0.950721741,2.51658082,0.00254708,0.496005803,0.743941188,0.011657261,2040,0.007899126,0.01205543,10.03481102
250,396,069,9/14/2021,3,POINT (500275.261156468 4481935.48885882),500275.2612,4481935.489,3.398058176,0.19438301,0.946266532,2.942943096,0.001041637,0.532223046,0.798262298,0.00994001,2182,0.129347488,0.010424581,10.05770779
251,397,069,9/14/2021,3,POINT (500275.321236618 4481999.08029871),500275.3212,4481999.08,1.054588318,0.188165173,0.935406923,2.356643438,0.00463829,0.482808024,0.724147201,0.006192013,2235.333252,0.221758679,0.007134969,10.01319122
252,398,069,9/14/2021,2.6,POINT (500211.729800286 4481999.14031871),500211.7298,4481999.14,4.22266531,0.183347419,0.933504462,2.282390356,0.004497589,0.480021119,0.719968319,0.005408523,2312.333252,0.292167246,0.007655778,9.811772346
253,399,069,9/14/2021,2.6,POINT (500148.13836503 4481999.20038033),500148.1384,4481999.2,3.726267815,0.187585175,0.941068113,2.383962393,3.05914218188263e-05,0.46808511,0.702065408,0.009205479,2284,0.057483185,0.009805417,9.851816177
254,400,069,9/14/2021,2.9,POINT (500084.546930828 4481999.26038374),500084.5469,4481999.26,3.576212406,0.190352768,0.935098886,1.437282324,-0.002564845,0.304765433,0.457105905,0.004154563,2237.333252,-0.073979832,0.006463852,10.36716557
255,401,069,9/14/2021,3,POINT (500020.955573883 4481999.32042876),500020.9556,4481999.32,4.637923717,0.196252823,0.941757619,1.964224339,-0.002855707,0.415574968,0.623305738,0.006062903,2120,-0.097630724,0.007673108,9.812132835
256,402,069,9/14/2021,3.7,POINT (499957.364141749 4481999.38051541),499957.3641,4481999.381,5.544764996,0.204733506,0.949426174,2.97359252,-0.000846897,0.565672398,0.848434627,0.007929324,1870,-0.100248307,0.009484086,10.33004761
257,403,069,9/14/2021,4.2,POINT (499957.424180779 4482062.971959),499957.4242,4482062.972,4.387518883,0.194671452,0.935946524,2.196517467,0.003088793,0.36684671,0.55021292,0.00659638,1871.333374,0.012273406,0.008987878,10.96034527
258,404,069,9/14/2021,3.3,POINT (500021.015605675 4482062.91187285),500021.0156,4482062.912,5.188632011,0.184990495,0.935609162,2.644998074,0.00219548,0.501661122,0.752422273,0.005810855,2167.666748,0.099180169,0.007180046,9.977176666
259,405,069,9/14/2021,3.6,POINT (500084.607031597 4482062.85182835),500084.607,4482062.852,0.855310082,0.198121667,0.934525073,2.763562679,0.000333521,0.522078872,0.78304714,0.013816403,2000.333374,0.01027539,0.015595335,9.810203552
260,406,069,9/14/2021,3.5,POINT (500148.198458562 4482062.79182546),500148.1985,4482062.792,4.562041759,0.206835613,0.930018723,2.606508732,-0.000133281,0.490443498,0.735597014,0.022350749,1908.666626,-0.040466964,0.022429813,8.886505127
261,407,069,9/14/2021,3.3,POINT (500211.789810374 4482062.73176438),500211.7898,4482062.732,2.531749964,0.1990574,0.927167773,2.622014523,0.00207768,0.467679203,0.701453865,0.016300453,1932,-0.034047641,0.016528921,9.190345764
262,408,069,9/14/2021,4.3,POINT (500275.38123947 4482062.6716451),500275.3812,4482062.672,5.607393742,0.215556547,0.934143245,2.979876041,0.001756714,0.549215436,0.823749661,0.010899526,1816.666626,-0.05194566,0.011869165,10.82884884
263,409,069,9/14/2021,5,POINT (500275.441317442 4482126.26309763),500275.4413,4482126.263,4.699162006,0.202057719,0.927969635,2.97447896,0.001778306,0.572070539,0.858031631,0.00553853,1810,-0.030541655,0.007161184,11.63452435
264,410,069,9/14/2021,5.3,POINT (500211.849895601 4482126.32311654),500211.8499,4482126.323,5.240151405,0.207284972,0.937067032,3.390598536,0.00121181,0.567272067,0.850833118,0.007267098,1794,-0.03335163,0.008511166,11.27727127
265,411,069,9/14/2021,4.9,POINT (500148.258474827 4482126.38317709),500148.2585,4482126.383,2.230202436,0.207943469,0.949648082,2.781625032,8.55086036608554e-05,0.469785571,0.704609692,0.005512432,1774,-0.115985654,0.007168449,11.59354877
266,412,069,9/14/2021,4.7,POINT (500084.667055115 4482126.44327927),500084.6671,4482126.443,1.373362422,0.204663768,0.936838329,1.775104403,-0.003237485,0.307790548,0.461636692,0.011119854,1801,-0.097393677,0.011783717,10.5293684
267,413,069,9/14/2021,3.8,POINT (500021.075636441 4482126.50332327),500021.0756,4482126.503,1.236529469,0.177845463,0.946377635,3.092744827,-0.004424924,0.571527302,0.857216895,0.00781336,1902.333374,-0.064025648,0.008408129,9.996400833
268,414,069,9/14/2021,3.7,POINT (499957.484218798 4482126.56330909),499957.4842,4482126.563,4.222116947,0.180437997,0.948516488,2.879067421,0.002324982,0.578433037,0.86757642,0.006043833,1931.333374,0.197950274,0.008274061,10.47354507
269,431,070,8/23/2021,0,POINT (500005.955149314 4479998.21284602),500005.9551,4479998.213,4.472670078,0.143061116,0.827352226,1.808469534,-0.000790369,0.44702515,0.670484364,0.013786587,2231.666748,-0.012165649,0.014649225,9.415818214
270,432,070,8/23/2021,0,POINT (499905.408125944 4479998.30777528),499905.4081,4479998.308,3.008352041,0.170483083,0.838606775,1.704077005,-0.002795054,0.374748141,0.562075019,0.008276478,2104.666748,-0.065940425,0.010794342,9.909119606
271,433,070,8/23/2021,0,POINT (499804.861105062 4479998.40265798),499804.8611,4479998.403,2.640033722,0.178214863,0.83888787,2.403555393,-0.003463725,0.477401137,0.716038465,0.005316387,2051.666748,-0.105068967,0.009907811,10.62339497
272,434,070,8/23/2021,0,POINT (499704.314086613 4479998.49759397),499704.3141,4479998.498,3.185715914,0.133429497,0.82495451,2.460134983,-0.005834281,0.562674582,0.843942523,0.01800623,2121,-0.12771666,0.019080974,9.395162582
273,435,070,8/23/2021,0,POINT (499704.219162666 4479897.95058578),499704.2192,4479897.951,3.432551384,0.141705215,0.830099344,2.683124542,0.002950907,0.576198757,0.864229739,0.005066541,2150.666748,0.159991309,0.009523133,10.09012413
274,436,070,8/23/2021,0,POINT (499804.766159824 4479897.85564863),499804.7662,4479897.856,2.267784595,0.151431024,0.830896616,1.766976237,-0.000472242,0.442464501,0.663646638,0.016634963,2205.333252,0.044006843,0.018856276,8.405172348
275,437,070,8/23/2021,0,POINT (499905.313159416 4479897.76076473),499905.3132,4479897.761,2.733929157,0.180532187,0.835346818,1.613824248,-0.002986886,0.373955429,0.560884297,0.01291079,2153.333252,-0.043698292,0.016361127,9.702347755
276,438,070,8/23/2021,0,POINT (500005.860161495 4479897.66583424),500005.8602,4479897.666,3.460479736,0.147061363,0.824105084,1.849718094,-0.000848332,0.480726331,0.721032083,0.020578954,2206,0.020404231,0.020939918,8.922606468
277,439,070,8/23/2021,0,POINT (500005.765247363 4479797.11883826),500005.7652,4479797.119,1.201675653,0.192346618,0.842306376,2.895904541,-0.007592435,0.568128586,0.852121532,0.009134159,1908.666626,-0.875610113,0.012013831,10.5038681
278,440,070,9/14/2021,0.8,POINT (500017.308560445 4480027.03856869),500017.3086,4480027.039,3.974393845,0.140607879,0.854615748,1.952442169,0.003701356,0.469261676,0.70383811,0.013824476,2308.666748,0.184762388,0.014978829,8.963829994
279,441,070,9/14/2021,3,POINT (499953.717132283 4480027.09858626),499953.7171,4480027.099,2.672252178,0.17199181,0.874553144,2.455146313,-0.004358469,0.540166199,0.810179174,0.010091538,2092,-0.117467016,0.012905616,10.66303825
280,442,070,9/14/2021,2.8,POINT (499890.12570513 4480027.15864511),499890.1257,4480027.159,2.55409646,0.172136247,0.865125358,2.334682703,0.000156282,0.525480926,0.7881549,0.011763852,2116,0.006706799,0.01348348,10.02129364
281,443,070,9/14/2021,3.5,POINT (499826.534355205 4480027.21864542),499826.5344,4480027.219,2.750638962,0.176963985,0.86341387,2.564190388,0.001515755,0.525614023,0.788351893,0.01241732,2026.333374,-0.079406947,0.01405767,9.700790405
282,444,070,9/14/2021,2.4,POINT (499762.942930024 4480027.278687),499762.9429,4480027.279,2.629696369,0.153359994,0.838992715,1.907960176,0.002756188,0.488224059,0.732277811,0.017173104,2112.333252,-0.0614255,0.019388668,8.951581001
283,445,070,9/14/2021,2,POINT (499699.351505807 4480027.33876988),499699.3515,4480027.339,3.894321442,0.141519621,0.844938576,1.882839918,0.00534925,0.469796568,0.704639673,0.022964435,2130,0.258438319,0.023444954,9.09352684
284,446,070,9/14/2021,2.8,POINT (499699.291468539 4479963.74733101),499699.2915,4479963.747,2.525793552,0.157505855,0.836720765,2.73573184,-0.006913281,0.587217033,0.880752265,0.006860377,2063.333252,-0.236208349,0.009466279,10.60949039
285,447,070,9/14/2021,3.6,POINT (499762.882899495 4479963.68724768),499762.8829,4479963.687,3.82182169,0.168729365,0.83921051,2.755496025,0.00107692,0.566597641,0.849823177,0.006343614,2107.333252,-0.051188655,0.008932824,9.922229767
286,448,070,9/14/2021,3.9,POINT (499826.474255183 4479963.62720563),499826.4743,4479963.627,2.260700226,0.18126376,0.839334786,1.745253682,0.001875619,0.400750399,0.601071894,0.005973296,2119.666748,0.005957616,0.010598688,10.41697598
287,449,070,9/14/2021,4.1,POINT (499890.065688081 4479963.56720484),499890.0657,4479963.567,1.926463604,0.181792632,0.842648804,2.177694798,0.001558519,0.483836025,0.725688517,0.011598593,2070,0.061330598,0.014081364,9.412162781
288,450,070,9/14/2021,4,POINT (499953.657121977 4479963.50714549),499953.6571,4479963.507,3.716775417,0.175262049,0.839190483,2.782591343,-0.003684482,0.51549083,0.773164153,0.010526742,2144,-0.201212481,0.012340321,10.35528374
289,451,070,9/14/2021,2,POINT (500017.248556883 4479963.44712743),500017.2486,4479963.447,4.199735641,0.141741961,0.820817232,1.695707321,0.003027764,0.450974375,0.676409662,0.013947205,2340,0.132917151,0.014618389,8.853396416
290,452,070,9/14/2021,2.1,POINT (500017.188476055 4479899.85569248),500017.1885,4479899.856,3.179511547,0.14573954,0.822590113,1.77306664,0.009889096,0.460000008,0.689946115,0.022420045,2228.333252,0.146251023,0.022843365,8.736390114
291,453,070,9/14/2021,2.8,POINT (499953.597110665 4479899.91581088),499953.5971,4479899.916,3.482673883,0.170292318,0.825576425,2.150107622,0.012242665,0.483737022,0.725542784,0.018478405,2178.666748,0.409536183,0.019250527,9.127195358
292,454,070,9/14/2021,3.3,POINT (499890.005670045 4479899.97577089),499890.0057,4479899.976,2.476803541,0.180109441,0.837824166,1.732746959,0.00289948,0.44162786,0.662384689,0.016895812,2123,0.044172041,0.018297555,9.338206291
293,455,070,9/14/2021,2.5,POINT (499826.414230416 4479900.03587198),499826.4142,4479900.036,2.308109283,0.164643377,0.830293894,1.693181872,0.001273346,0.407970786,0.611909628,0.020761933,2125.333252,-0.012916027,0.02193615,9.115718842
294,456,070,9/14/2021,2,POINT (499762.822868003 4479900.09581468),499762.8229,4479900.096,3.247865915,0.15808861,0.831485748,2.49153018,0.005159841,0.565161705,0.847674727,0.007122719,2105.333252,0.108510196,0.010787353,9.558535576
295,457,070,9/14/2021,2.1,POINT (499699.231430319 4479900.15589847),499699.2314,4479900.156,1.548636317,0.144097373,0.826968014,2.831942081,2.39270957536064e-05,0.584145546,0.876147151,0.006715473,2150,0.084371299,0.010273381,10.05173874
296,458,070,9/14/2021,3.8,POINT (499826.354204674 4479836.44444483),499826.3542,4479836.444,1.45475328,0.173179701,0.830146134,2.655125141,-0.013328856,0.533585966,0.800310016,0.015155231,2084.666748,-0.685474396,0.017050782,10.29892731
297,459,070,9/14/2021,4.2,POINT (499889.945651011 4479836.38434326),499889.9457,4479836.384,1.760637045,0.168619543,0.829971731,2.803153515,-0.000794364,0.581128895,0.87161994,0.006633148,2146,-0.257799,0.009208021,11.92307472
298,460,070,9/14/2021,4.2,POINT (499953.537022105 4479836.32438276),499953.537,4479836.324,2.75828886,0.178551823,0.82878679,2.905080557,0.005045254,0.578929365,0.868319809,0.008641612,2112.666748,0.045680963,0.011555663,10.6620245
299,461,070,9/14/2021,3.4,POINT (500017.128470445 4479836.26436369),500017.1285,4479836.264,2.874269485,0.171787873,0.826538801,2.511013031,-0.001555579,0.569082141,0.853554487,0.009582043,2127.333252,-0.110348344,0.011921188,10.6989994
300,462,070,9/12/2022,4.6,POINT (499994.483047529 4480204.42529874),499994.483,4480204.425,1.969282508,0.197213098,0.940900505,2.308607578,-0.006142945,0.431111097,0.646606803,0.014612945,1817.666626,-0.229620591,0.014775967,10.9253912
301,463,070,9/12/2022,5.8,POINT (499994.577955624 4480304.97225879),499994.578,4480304.972,0.854430437,0.176846877,0.926478088,3.063237667,-0.001379345,0.578702152,0.867981017,0.009835674,1787.666626,-0.210394844,0.010237043,11.19969654
302,464,070,9/12/2022,2.1,POINT (499994.672937403 4480405.51923465),499994.6729,4480405.519,3.471292496,0.144433558,0.897215366,1.762760997,0.006815113,0.454328001,0.681441069,0.020798901,2356.666748,0.349194318,0.020475877,8.028360367
303,465,070,9/12/2022,9.2,POINT (499894.220780436 4480506.16120624),499894.2208,4480506.161,4.229332924,0.158027753,0.902927101,2.926371098,0.000183769,0.556826293,0.835164845,0.002579893,1591.333374,-0.403857887,0.00307631,12.87648678
304,466,070,9/12/2022,3.7,POINT (499894.125898417 4480405.61421582),499894.1259,4480405.614,5.274145603,0.185130388,0.926779866,2.922723293,-0.009350937,0.612432003,0.918576658,0.016463308,1900.666626,-0.405893177,0.017314009,10.49802017
305,467,070,9/12/2022,2.1,POINT (499894.030937678 4480305.0672412),499894.0309,4480305.067,0.775693238,0.154915199,0.876940429,1.990515471,0.002494965,0.482018739,0.722973466,0.012963364,2216,0.14173983,0.013664034,8.960903168
306,468,070,9/12/2022,2.6,POINT (499893.936050686 4480204.52018256),499893.9361,4480204.52,2.64447093,0.150472328,0.87303406,1.077278614,-0.002301696,0.301462322,0.4521617,0.010547952,2192,-0.072126836,0.012131969,9.745615959
307,469,070,9/12/2022,2.6,POINT (499793.38905633 4480204.61511976),499793.3891,4480204.615,3.095284224,0.154763639,0.880287409,2.308014393,-0.003540149,0.520629942,0.780883372,0.012421626,2176.666748,0.074046522,0.016450983,8.980483055
308,470,070,9/12/2022,2.2,POINT (499793.483922218 4480305.16207737),499793.4839,4480305.162,2.601440907,0.149116069,0.850733161,1.515283823,-0.002759436,0.388577819,0.582825959,0.004612023,2067.333252,-0.051666897,0.007682752,9.885707855
309,471,070,9/12/2022,2,POINT (499793.578861922 4480405.70915063),499793.5789,4480405.709,1.18557632,0.152690202,0.872794986,1.675726652,0.003715084,0.446167469,0.669201791,0.017922364,2212.666748,0.314654142,0.018442793,8.165028572
310,472,070,9/12/2022,4.4,POINT (499793.673799193 4480506.25613986),499793.6738,4480506.256,2.283678532,0.184964493,0.925638616,2.982685804,-0.007702836,0.626145363,0.93914634,0.015739994,1790.666626,-0.25940308,0.01604021,11.36918926
311,473,070,9/12/2022,2.8,POINT (499692.93690919 4480305.25706679),499692.9369,4480305.257,1.971373439,0.14806208,0.855329812,2.453764915,-0.001673516,0.553733766,0.830538809,0.005244109,1999.666626,-0.012589754,0.0078733,9.707473755
312,474,070,9/12/2022,4,POINT (499692.841988162 4480204.7100105),499692.842,4480204.71,2.768681526,0.184997559,0.896267354,2.8882792,-0.003961611,0.603311062,0.904894531,0.008276107,1877.666626,-0.013979094,0.009698051,9.795156479
313,488,071,9/12/2022,3.7,POINT (499787.928086162 4480620.93222434),499787.9281,4480620.932,4.970620632,0.191383287,0.899050474,2.105097532,0.000644784,0.396248758,0.594314456,0.013572816,1872.333374,-0.056420784,0.013936506,10.03412056
314,489,071,9/12/2022,4.5,POINT (499687.381047686 4480621.027189),499687.381,4480621.027,4.364707947,0.198315248,0.893442154,2.974375248,-0.002307407,0.607188702,0.910709977,0.005456001,1902,-0.113784283,0.007181344,10.94382858
315,490,071,9/12/2022,4.9,POINT (499586.834087798 4480621.12210736),499586.8341,4480621.122,3.833084822,0.188628301,0.885096312,2.473544836,0.002539542,0.515151501,0.772660732,0.007209972,1926,-0.084676728,0.008875591,10.19330883
316,491,072,9/12/2022,3.3,POINT (499879.664598926 4480708.8685165),499879.6646,4480708.869,3.556461573,0.172257707,0.827542663,2.821224928,0.004708496,0.592435002,0.888582468,0.008519206,2158.666748,0.247997388,0.01033166,9.544571877
317,492,072,9/12/2022,5.9,POINT (499779.117597764 4480708.96344626),499779.1176,4480708.963,5.202718258,0.189994588,0.835438669,2.782772541,-0.000346689,0.603269398,0.904833019,0.009808989,2073,-0.136696815,0.010485004,10.83113766
318,493,072,9/12/2022,5,POINT (499678.570599016 4480709.05832978),499678.5706,4480709.058,4.249294758,0.19131057,0.836350381,2.696512222,-0.01590408,0.536973059,0.80539,0.016876178,2105.333252,-0.508690894,0.017624328,10.49772835
319,494,072,9/12/2022,5.5,POINT (499578.023602631 4480709.15326688),499578.0236,4480709.153,2.281056166,0.17904897,0.824609697,2.357737064,-0.001387307,0.487444103,0.731103301,0.013984184,2295.333252,-0.100452296,0.014981874,9.746938705
320,495,073,9/14/2022,3.6,POINT (499873.922911275 4480810.21693953),499873.9229,4480810.217,3.9188416,0.17372413,0.916111887,1.287266612,-0.001829206,0.318181813,0.477231652,0.007353922,2148,0.010835347,0.008711599,10.25254536
321,496,073,9/14/2022,3.4,POINT (499773.375900163 4480810.31184672),499773.3759,4480810.312,1.699279547,0.179531887,0.919419527,1.234693885,0.003702173,0.271706581,0.407521755,0.008036838,2028,0.337367058,0.009125876,9.720973969
322,497,073,9/14/2022,3.4,POINT (499672.828891464 4480810.40680754),499672.8289,4480810.407,1.3976717,0.192400396,0.919796944,1.031760812,-0.000716742,0.216105819,0.324127197,0.008330095,1957.666626,0.030033717,0.009884344,10.16063499
323,498,073,9/14/2022,4.3,POINT (499572.281885112 4480810.50172216),499572.2819,4480810.502,5.286258221,0.192728058,0.920530021,1.12882781,0.004345875,0.221830249,0.332710862,0.010914402,1891.333374,0.123422369,0.012093325,9.744392395
324,499,074,9/14/2022,4.2,POINT (499874.804058536 4480907.57559404),499874.8041,4480907.576,2.242370129,0.196675539,0.920728922,2.605337143,0.005013831,0.523272216,0.784839153,0.012521654,1885,0.151007369,0.013504051,9.541956902
325,500,074,9/14/2022,5.5,POINT (499774.257060052 4480907.67048947),499774.2571,4480907.67,5.340786457,0.192466527,0.928391159,3.061631918,0.002500069,0.590886235,0.886255145,0.01458092,1820.666626,0.008423099,0.014882893,11.04459095
326,501,074,9/14/2022,5,POINT (499673.709987761 4480907.76543858),499673.71,4480907.765,3.23637104,0.194696814,0.922927439,2.920440435,-0.001627849,0.562510669,0.843693912,0.012508857,1899.333374,0.081973664,0.013685451,9.964341164
327,502,074,9/14/2022,3.8,POINT (499573.162994048 4480907.86034153),499573.163,4480907.86,3.429019451,0.189279541,0.914464891,3.034052849,-0.003023886,0.565066695,0.84752661,0.027710376,1922.666626,-0.124203756,0.027513679,9.693328857
328,503,075,9/14/2022,2.7,POINT (499874.608189726 4481009.67922757),499874.6082,4481009.679,3.575870514,0.170065358,0.921845734,2.264299154,-0.00154119,0.489636421,0.734392226,0.011497824,2381.333252,0.130320162,0.013572288,8.953636169
329,504,075,9/14/2022,4.9,POINT (499774.061191501 4481009.77412573),499774.0612,4481009.774,4.146017551,0.19271256,0.935594082,3.113067389,-0.008881647,0.531606615,0.797337651,0.009938337,1724.666626,-0.446589261,0.010867772,11.18181896
330,505,075,9/14/2022,4.2,POINT (499673.514195692 4481009.8690776),499673.5142,4481009.869,2.551211834,0.193396583,0.914089501,2.941123247,-0.000523683,0.562835872,0.844180584,0.0055574,1932.333374,-0.034029689,0.006997574,10.35001469
331,506,075,9/14/2022,2.6,POINT (499572.967202233 4481009.96398336),499572.9672,4481009.964,3.774986982,0.165183783,0.916888952,2.523017406,0.004694813,0.556501806,0.834684372,0.006605239,2317.666748,0.170282528,0.00834452,9.823897362
332,507,076,9/14/2022,3.2,POINT (499873.399701537 4481108.61037945),499873.3997,4481108.61,5.545707226,0.183825701,0.911812067,2.424074173,-0.002377121,0.473075539,0.709549189,0.011170869,2025.333374,0.043759983,0.012181376,9.910995483
333,508,076,9/14/2022,3.7,POINT (499772.852661 4481108.70529394),499772.8527,4481108.705,4.465974331,0.199345931,0.917132795,2.463649273,-0.002231391,0.459335625,0.688937664,0.008764987,1840.666626,-0.04495436,0.010099544,10.66971016
334,509,076,9/14/2022,3.2,POINT (499672.305622883 4481108.80026219),499672.3056,4481108.8,1.21726501,0.182087868,0.919118702,2.054567814,-0.003099955,0.387675494,0.581456542,0.008661274,1960,0.056106016,0.01057545,10.15165997
335,510,076,9/14/2022,2.5,POINT (499571.758663336 4481108.89518437),499571.7587,4481108.895,3.061168671,0.173254892,0.911209941,1.636828661,-0.002133711,0.398064971,0.597045839,0.006831163,2296,0.066316128,0.007786047,9.475275993
336,511,077,8/23/2021,3.3,POINT (499867.631062945 4481211.1706381),499867.6311,4481211.171,3.886823416,0.195667416,0.917303681,2.967727184,0.001103217,0.607226312,0.910768509,0.004478341,2032,0.001685158,0.006934056,10.13676262
337,512,077,8/23/2021,2.9,POINT (499767.084028993 4481211.2655304),499767.084,4481211.266,4.260458469,0.185900629,0.914401591,2.981999397,-0.000265478,0.60973382,0.914531231,0.008405182,2143.333252,-0.012465978,0.009724672,10.52636433
338,513,077,8/23/2021,4.4,POINT (499666.536997453 4481211.3604765),499666.537,4481211.36,4.136375904,0.203696445,0.936783254,2.957352161,0.000158213,0.620237887,0.930286825,0.006702493,1832.333374,-0.055646811,0.007516372,11.31350136
339,514,077,8/23/2021,4.7,POINT (499565.990044483 4481211.4554764),499565.99,4481211.455,2.612288237,0.208904564,0.931956649,2.796716213,-0.000310122,0.538673103,0.807940185,0.004170698,1771,-0.063090622,0.005871364,11.08046055
340,519,078,8/23/2021,4.7,POINT (499868.145351609 4481310.98563605),499868.1454,4481310.986,4.68692112,0.213545308,0.939028919,3.009982109,-0.004412807,0.470400006,0.705529451,0.005977605,1703,-0.182107359,0.007763981,10.53549767
341,520,078,8/23/2021,3.2,POINT (499767.598287328 4481311.08052154),499767.5983,4481311.081,2.988565207,0.200397581,0.938310087,2.749350548,0.001957063,0.617741466,0.926544607,0.009231796,2036.666626,0.081849098,0.010381276,9.625733376
342,521,078,8/23/2021,4.4,POINT (499667.051301681 4481311.17546085),499667.0513,4481311.175,3.019452095,0.207167223,0.940438807,2.861428499,-0.001287337,0.603858888,0.905720115,0.006990319,1853,-0.0063524,0.00857031,10.43758106
343,522,078,8/23/2021,4.6,POINT (499566.504242163 4481311.27045401),499566.5042,4481311.27,2.842770576,0.2101679,0.920171499,2.878409863,-0.003144591,0.586283565,0.87935549,0.005203442,1806,-0.111030109,0.006957771,10.9440403
344,527,081,9/19/2022,5.3,POINT (499865.470521833 4481411.6957311),499865.4705,4481411.696,2.379899263,0.193161622,0.918274462,2.12453413,0.001946609,0.379851043,0.569720745,0.005643369,1800.333374,-0.105363108,0.008458709,9.68205452
345,528,081,9/19/2022,4.7,POINT (499764.923515581 4481411.79065263),499764.9235,4481411.791,4.660414696,0.185997099,0.918105185,1.97434473,-0.00025708,0.396564603,0.594791353,0.006021327,1936.666626,-0.090131104,0.007989457,10.69593143
346,529,081,9/19/2022,3.4,POINT (499664.376435512 4481411.88562804),499664.3764,4481411.886,2.784203291,0.191139922,0.915239811,2.061130047,0.006825759,0.389882088,0.58476752,0.006765025,1869.333374,0.141762376,0.008579553,9.80906868
347,530,081,9/19/2022,3.1,POINT (499563.829434012 4481411.98055751),499563.8294,4481411.981,2.980047226,0.181161061,0.917193353,1.403874755,0.001403138,0.332627118,0.498896629,0.005158513,2234.666748,0.043451097,0.006796121,10.37378883
